job_title,company,job_location,job_summary,post_date,today,job_salary,job_url
Scientist (Bioinformatics and Computational Biology),Aganitha AI,"Hyderabad, Telangana","Understand and analyze disease studies, especially the ones associated with genomic disorders.,Understand and model biotech processes such as the ones used in…",Posted10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=09ba55771a5293b5&fccid=cf5722a2f88f3e4c&vjs=3
Data Scientist,JMS ADVISORY SERVICES PVT.LTD,"Pune, Maharashtra","Machine learning: 5 years (Preferred).,Explore and investigate the Open Source tools and various data models in cyber security.",Posted5 days ago,2022-07-26,"₹10,00,000 - ₹30,00,000 a year",https://in.indeed.com/company/JMS-ADVISORY-SERVICES-PVT.LTD/jobs/Data-Scientist-9e1b1c8cdc0b1f30?fccid=5d67a2ae09ca4d06&vjs=3
Machine Learning Engineer (Remote),HackerRank,"Temporarily Remote in Bengaluru, Karnataka","Help set the strategy for machine learning at HackerRank, identifying new opportunities for machine learning to improve HackerRank products.",Posted25 days ago,2022-07-26,,https://in.indeed.com/company/HackerRank/jobs/Machine-Learning-Engineer-f9a8872a6d7c5d56?fccid=466b98b3b1d69f33&vjs=3
"Director/VP, Machine Learning",Leena AI India Pvt Ltd,"Remote in Bengaluru, Karnataka","Deep technical background in applied machine learning, including deep learning, computer vision, natural language processing, and data engineering.",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=bdaf337de5ec5fe2&fccid=ec255fd3e9514204&vjs=3
Machine learning Engineer,indiagold,"Gurgaon, Haryana",Machine learning: You will work on building ML models and increase prediction accuracy in our loan origination platform.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e94f7792c8d74440&fccid=c76087cd65623696&vjs=3
Machine Learning Engineer - Deloitte AI Center of Excellence...,Deloitte,"Bengaluru, Karnataka",We are looking for talented Machine Learning Engineers with experience in software engineering and applying machine learning to solve complex problems.,Posted17 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=52ac7200c6b87d3a&fccid=9e215d88a6b33622&vjs=3
Data Scientist,C2FO ITPL,"Remote in Noida, Uttar Pradesh","Knowledgeable of relevant literature around applications for machine learning and deep learning.,Experience with machine learning tools such as scikit-learn,…",Posted4 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=241ef12a1acb0660&fccid=af38aef87a7f765e&vjs=3
Machine Learning Developer,Cybage,"Pune, Maharashtra","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Should be able to Study and transform data science…",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=8baf9bbf6f21bbdb&fccid=6a24090dc97c36b2&vjs=3
Machine Learning Engineer,Vitrana,"Bengaluru, Karnataka","Run machine learning tests and experiments.,Familiarity with machine learning frameworks (like Keras or TensorFlow) and libraries (like scikit-learn).",Posted11 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=677223949af9ad28&fccid=5da5039fc0b5c173&vjs=3
Data Science,Globussoft Technologies,"Bengaluru, Karnataka","Selecting features, building and optimizing classifiers using machine learning techniques.,Data mining using state-of-the-art methods.",Posted21 days ago,2022-07-26,"₹3,60,000 a year",https://in.indeed.com/rc/clk?jk=87a38e048bc40e5e&fccid=9b58c0acb36ad6d6&vjs=3
Machine Learning Engineer/Data Scientist,Innowise,Remote,"High personal affinity to IT topics, namely data science, machine learning and / or artificial intelligence.,They must have strong experience using a variety of…",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c5bbbf8ba0bf4059&fccid=71378db93510f44c&vjs=3
Data Analyst,Creditas Solutions,"Gurgaon, Haryana","Solutions to the top Financial Institutions in India.,Our growing technology firm is looking for an experienced Data Analyst who is able to turn project.",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=c68def4b6be4f911&fccid=a32dd1293e217fc5&vjs=3
Data Scientist,MARJ TECHNOLOGIES,"Noida, Uttar Pradesh","Develop and implement artificial intelligence and machine learning models to solve complex data problems.,Drive the development of AI/ML solutions.",EmployerActive 5 days ago,2022-07-26,"₹4,03,237 - ₹8,50,000 a year",https://in.indeed.com/company/Marj-Technologies/jobs/Data-Scientist-5891581abb459b82?fccid=6ac73ab5ba107c91&vjs=3
Data Scientist,Danske Bank,"Bengaluru, Karnataka","Experience working with statistical and machine learning models.,Work with other data scientist to do peer review of existing or new machine learning models or…",Posted10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=e1bb33cab99218bf&fccid=a55c9f39750a39af&vjs=3
Data science and Machine learning Trainer,Merida Tech Minds,"Bengaluru, Karnataka","We are looking for Experienced datascience and machinelearning trainer with strong knoweledge in Data science domain .,Job Types: Full-time, Part-time.",Employer30+ days ago,2022-07-26,"₹20,000 - ₹40,000 a month",https://in.indeed.com/company/Merida-Tech-Minds/jobs/Data-Science-Machine-Learning-Trainer-9f5a9436fb81da86?fccid=8848bc15015ccfba&vjs=3
Machine Learning Engineer,DeepEdge,"Hyderabad, Telangana",Machine Learning engineers with 1-3 years of industry experience.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=764b264a34840672&fccid=2c17e12ff8e4347a&vjs=3
"Manager, Customer Experience Quality, gCare Operations and P...",Google,"Hyderabad, Telangana","Ability to transform design thinking by leveraging machine learning and automation practices.,Drive automation perspective or machine learning as relevant to…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d1a552ec4eb3b622&fccid=a5b4499d9e91a5c6&vjs=3
Data Scientist,Barclays,"Delhi, Delhi","PhD using statistics or machine learning.,Designs and delivers statistical and machine learning models into production, engaging with stakeholders to create…",Posted5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=669bb31466d3486e&fccid=057abf3fd357e717&vjs=3
Machine Learning,Think Future Technologies,"Remote in Gurgaon, Haryana","2+ years’ of relevant professional experience.,Ability to translate complex problems and concepts in training.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=2a619159dec17602&fccid=a88c8ff1ae4539d3&vjs=3
Data Scientist,OneBanc Technologies,"Gurgaon, Haryana","Research and develop statistical learning models for data analysis.,Experience creating and using advanced machine learning algorithms and statistics:…",Posted9 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=1316159090f8f49f&fccid=598f3ec36b1b002d&vjs=3
Data Engineer,Meridian soft,"Bengaluru, Karnataka","Strong skills in Python, SQL (RDMS).,Strong analytical and problem-solving skills.,Strong in data science python libraries like NumPy, Pandas.",Posted5 days ago,2022-07-26,"₹5,81,495 - ₹19,30,614 a year",https://in.indeed.com/company/Meridian-Soft/jobs/Data-Engineer-c623cd6c4d460e2e?fccid=3d9ab79c2ce5ee1c&vjs=3
Machine Learning Intern - (Final Year),cloudsek,"Remote in Bengaluru, Karnataka",Receiving multiple awards including the prestigious Excellence Award for being the Security Product Company of the Year in 2020.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=fbde6fdf2a96dc5c&fccid=2c1810579155741a&vjs=3
Software Quality Senior Engineer,Dell Technologies,"Bengaluru, Karnataka+1 location","We conduct a wide range of quality control tests and analyses to ensure that our software meets or exceeds end-user requirements.,Bachelor's or Master's Degree.",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=4a48981888eff5da&fccid=dd09fe3b43125016&vjs=3
Data Science and Machine Learning Consultant,Quess Corp,"Hyderabad, Telangana","_SQL, Python, Machine Learning, Natural Language Processing, Data Visualization, Databases_.,Hyderabad, Rangareddy - 500075, Telangana: Reliably commute or…",EmployerActive 3 days ago,2022-07-26,"₹3,80,176 - ₹15,06,122 a year",https://in.indeed.com/company/Quess-Corp/jobs/Data-Science-Machine-Learning-Consultant-4c191a59e8406cf5?fccid=3a0400bc6ad2daed&vjs=3
Software Quality Senior Engineer,Dell Technologies,"Bengaluru, Karnataka+1 location","We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the…",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=4a48981888eff5da&fccid=dd09fe3b43125016&vjs=3
Business Analyst,TGS the global skills,"Gurgaon, Haryana","Gather and analyse data and provide technology solutions with a systems approach.,Interpreting business requirements into understandable development tasks to…",EmployerActive 11 days ago,2022-07-26,"₹12,00,000 a year",https://in.indeed.com/company/tgs-the-global-skills/jobs/Business-Analyst-be702aae201d5654?fccid=66b6849bbc3ac275&vjs=3
Data Science and Machine Learning Consultant,Quess Corp,"Hyderabad, Telangana","_SQL, Python, Machine Learning, Natural Language Processing, Data Visualization, Databases_.,Salary: ₹380,176.40 - ₹1,506,122.20 per year.",EmployerActive 3 days ago,2022-07-26,"₹3,80,176 - ₹15,06,122 a year",https://in.indeed.com/company/Quess-Corp/jobs/Data-Science-Machine-Learning-Consultant-4c191a59e8406cf5?fccid=3a0400bc6ad2daed&vjs=3
Intern - Business Analyst,Climate Connect,Remote,"We believe that machine learning and other software technologies will be key in enabling this vision.,Our multi-layered support system, comprising a global…",PostedPosted 14 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=b77cdd067c5f322d&fccid=73a370368bf25684&vjs=3
Manager - Data Analyst,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Knowledge of machine learning, deep network.,Story telling with the help of data.,Explore data and generate insights such as patterns, seasonality, trend, cause…",PostedPosted 30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=d89ae761919a1d68&fccid=9102c38c15134e6c&vjs=3
R&D Member of Technical Staff II,Aveva,India,"Understanding of Machine learning life cycle.,Vacancy Name R&D Member of Technical Staff II , Product Test.,AVEVA Employment Type Full Time Permanent.",PostedPosted 5 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=eec0fd27e9be8f74&fccid=9dc6615cb9f97fd4&vjs=3
Microsoft Azure Machine Learning Application Developer,Accenture,"Mumbai, Maharashtra","Technical Experience : Strong conceptual knowledge and working experience on all features of Azure ML Studio, ML Services and ML Ops Aware of Machine Learning…",PostedPosted 6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=543460fb10f52749&fccid=a4e4e2eaf26690c9&vjs=3
Machine Learning Engineer II,"Neustar, Inc.","Bengaluru, Karnataka","At Neustar, you have the power to be your authentic self, to be curious, to run with your idea, and to celebrate a good day.,We invite you to join us.",PostedPosted 7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=7f0ae716f0ddbf4d&fccid=53a094c6caf93c04&vjs=3
Office Administrator,Wood Mackenzie,"Delhi, Delhi","Our global team uses AI, machine learning, automation, and other emerging technologies to collect and analyze billions of records.",PostedJust posted,2022-07-26,,https://in.indeed.com/rc/clk?jk=529ab33b4f46529f&fccid=a7c45263be5bd036&vjs=3
Data Analyst,Serendipity corporate services,"Remote in Hyderabad, Telangana","Hands-on expertise in predictive modeling, machine learning, and other advanced analytical techniques.,Key skills: Marketing Analytics, Risk Analytics, SAS,…",EmployerActive 7 days ago,2022-07-26,"₹20,00,000 - ₹25,00,000 a year",https://in.indeed.com/company/serendipity-corporate-services/jobs/Data-Analyst-5363bec2f6f0a000?fccid=a2ddb081299566b5&vjs=3
Data Annotator,Objectways,"Karur, Tamil Nadu","Our focus is to human in-loop capabilities to bring machine learning processes closer to human input.,This position is critical to the success of our customers,…",PostedPosted 21 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=64384d705dd317ac&fccid=093d4390f4db3db7&vjs=3
Machine Learning Engineer,MedTourEasy,"Delhi, Delhi","Run machine learning tests and experiments.,Develop machine learning applications according to requirements.,Machine Learning Engineer responsibilities include…",PostedPosted 30+ days ago,2022-07-26,"₹7,15,000 - ₹7,95,000 a year",https://in.indeed.com/company/MedTourEasy/jobs/Machine-Learning-Engineer-9a64f3b1ec170e10?fccid=aa170b94b6f3f104&vjs=3
Sr Software Engineer,WELLS FARGO BANK,"Bengaluru, Karnataka+1 location","Wells Fargo is seeking a Senior Software Engineer...,In this role, you will:,Lead moderately complex initiatives and deliverables within technical domain…",PostedPosted 11 days ago,2022-07-26,,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A0sLjryQUNkc81K2goHfqpo9JHml6Vo2yWT4XuRGLXtsN7afMoSAWdBecNwvrHUtDUe0KvJFVN9ZNPqixziFiWb1vkmtYxZTa78rtJ-5o7j_Y-I6jS63metsB4bgKUsQrwIvxRT_JPUyvE9BRbHtX9R3oF0APi4Qf24o7YUqm7IMAvehnwkSJvLaKALwQn-2-6lMwq2Yw1LTwcStZfrKoWuc8Qw0Knpn3s76juRQhq2-nMmE8qzgXgDps9ztMmwrhxUsteCjPERFeKkXNmA7dDCvoBJ_N9iCm5XGk7nzCtTbUAYxGtr7F7tqyo8PKYysJHJit-IJcLaoQk4n9K3XbRzkifKTyFuqVrDVFKYliyLPtFSeaGzyBC0geBF40ogzAbNnfgNNS3sRxDLGkmzPYTzPgDXAVOqAEcoC9ABGfJqO5AaQDeiBDdVI25-U2xTBqkPu8tWBoh1nqqaQUVyN0fCJIP5jcbymMjCayr1McA38pf2dfKxfqwMI0ZEs-gU3q20o3HDPIxZKUYmpEycnbfkgODr2qcDvjTU9bUmSdcYrQyP1130R68-Yw_ExOd6HmkKYWAFpEUtulxN1j_XkbVN9F2kHY5wvitALZD4giHLZQ7QHraGo5OyGVlRl8PF7tpeh0Grt0OeX-tSXJajvzQY9IMP5hCKMSQwIxietdAxl7um3jVAtrTgMSqG2vHnE9NcebFTsvXLBs3MNDm7jLqDx_iRznS5W7rNAemTYNdIZIQM_QoCqXDU3KFe1cFhC0qWsYu7P7TwIiBg2iO107CVA99J6ZI3jSV_1s9Zu8bGA==&xkcb=SoAY-_M3bcmFfLWHBZ0LbzkdCdPP&p=12&fvj=0&vjs=3
Software Engineer – Python,Crowe,"Noida, Uttar Pradesh","We believe machine learning is software.,Develop libraries and services to address common requirements for our machine learning products.",PostedPosted 10 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=df7d058faa056535&fccid=994b5c764776123e&vjs=3
Data Engineer,HRhelpdesk,"Noida, Uttar Pradesh","The Client's digital manufacturing platform, uses artificial intelligence, machine learning, and advanced analytics to help address critical challenges in…",PostedPosted 6 days ago,2022-07-26,"₹5,00,000 - ₹10,00,000 a year",https://in.indeed.com/rc/clk?jk=fb2c173ab737246c&fccid=6edaa483dac9b734&vjs=3
ML Engineer,EY,"Bengaluru, Karnataka","Should have experience of 2-3 production implementation of machine learning projects.,Processing, search, information retrieval, information extraction,…",Posted7 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=3f54c1b55cc9fd4b&fccid=1544766d4c2915b0&vjs=3
Data Science & Analytics,Samsung Electronics,"Bengaluru, Karnataka",[Data modelling] Explore and design suitable machine learning model or deep learning algorithm or statistical model to solve business challenges.,Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=a4b8a93e4f0de777&fccid=da3c7fed78dd1607&vjs=3
Strategy Officer,Bosch Group,"Bengaluru, Karnataka","Portfolio management, evolving go to market strategy execution, business model evolution, business development including strategic alliances, channel partners …",Posted1 day ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=96e845ad753d8ec1&fccid=a2faf1301ac6ad4b&vjs=3
Data Scientist,Accubits Technologies,India,"Good understanding of machine learning algorithms.,Mine and analyze data from various sources to drive optimization and improvement of product development.",Posted30+ days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=4ca68d35d6d4eb82&fccid=5a8a920ff631ab3e&vjs=3
US Citizens Only - Machine Learning Engineer,Codvo.ai,Remote,"Exposure to scalable machine learning model deployment and MLops.,Experience with machine learning frameworks (e.g. PyTorch, TensorFlow, Scikit-learn, Spacy,…",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=9f41e23b5451f107&fccid=9efc09e838c49044&vjs=3
Data Analyst,Ericsson,"Noida, Uttar Pradesh","We are looking for a Data Analyst who will design, develop and maintain high quality Tableau Dashboards.,We organize in cross functional design teams in which…",Posted13 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=bb1dde2cd57bb49f&fccid=82656d64a9a3e6a7&vjs=3
Data Engineer,Recbots,"Bengaluru, Karnataka","Strong understanding of statistics fundamentals, machine learning algorithms such as regression, classification, clustering, recommendation, anomaly detection,…",EmployerActive 3 days ago,2022-07-26,"₹5,80,159 - ₹19,24,226 a year",https://in.indeed.com/company/Recbots/jobs/Data-Engineer-2399563552ab769f?fccid=410ed023d47a516d&vjs=3
PQA - Product Quality Assure,Volvo Group,"Bengaluru, Karnataka","Product Quality Assurer (PQA) is appointed to a project.,In some cases we also appoint a local PQA for a detailed technical area supporting a main project PQA.",PostedToday,2022-07-26,,https://in.indeed.com/rc/clk?jk=c46de39512ff042f&fccid=0f63e537c80f169b&vjs=3
Java Developer,Recro,"Bengaluru, Karnataka","2.Write well designed, testable, efficient code.,3.Ensure designs are in compliance with specifications.,4.Prepare and produce releases of software components.",EmployerActive 7 days ago,2022-07-26,"₹7,00,000 - ₹15,00,000 a year",https://in.indeed.com/company/Recro/jobs/Java-Developer-fb57b46cbcbbe9ae?fccid=23a3a6663a613b8d&vjs=3
Machine Learning Validation Engineer (169430),"Advanced Micro Devices, Inc.","Bengaluru, Karnataka+1 location","You will contribute to the core team that validates the tests for AMD GPU based compute software stack.,You will be responsible for maintaining the ROCm stack…",Posted6 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=916f013f97717376&fccid=b45c4b5a9c9a7448&vjs=3
Data Scientist,BEIING,"Delhi, Delhi","We work with financial institutions, Banks, NBFCs & Digital lending firms to improve their collections efficiency using technology, automation intelligence and…",Posted26 days ago,2022-07-26,"₹50,00,000 - ₹60,00,000 a year",https://in.indeed.com/rc/clk?jk=5e1362da4b0c2641&fccid=6ba8befd34d9a44f&vjs=3
Affine Returnship Program,Affine,India,"To be an eligible candidate entitled to a monthly stipend, all you need is at least a year of relevant work experience.,Expert in Excel and/or VBA.",Posted19 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=5299c4553cf771d7&fccid=95214ac777037724&vjs=3
Senior Machine Learning Scientist,Algonomy,"Bengaluru, Karnataka","2+ years professional experience implementing machine learning algorithms.,Identifying and solving machine learning problems involving Bayesian optimization,…",Posted8 days ago,2022-07-26,,https://in.indeed.com/rc/clk?jk=f7b9609ccc98148b&fccid=c1f426987fee8197&vjs=3
